,level_0,index,chcarbon,code,Land use,TopN2O,precipitation_level,component_name,carbon_e_c_nit,to_carb,AnnualHarv,annualChangeInCarbon,ISPAID Soil Type,soil_series,LAND USE TYPE,SU,DI,GS,yield, carcass weight ( animal ha-1 year-1),kg CO2-e kg steer-1 (Stanley et al 2018),Totak GHG kg CO2-e kg carcass weight/ha,SOC,Molecular_wight,C kg co2-,net emmision,soil_code,ut_rate,yieldBaseRates,ch4_kg_ha_yr,new_ghg,Unnamed: 0,changeincarbon2,co_eq,an_Year,SOC1,SOC2,Whole_repsiration,Top_respiration,TPC,flowNitrate,NConc,n20,N03Ncon,CumuAnnualLeach,NO3Total,MineralN,LeachNO3,runoff,drainaged_run_off,total_carbon,no2_eq,top_no2_eq,mean_rain,mean_maxt,mean_mint,total_radn,PAWC1,PAWC2,SW1,SW2,SW3,land_use,Depth,residue_fraction,SID,changeincarbon,SurfaceOrganicMatter.Wt,Year,Month,sub_surface_drain_no3,sub_surface_drain,CNRed,Catmos,M_AGB,MAIZE_AGB_NITROGEN,Maize_Yield,mYield,Toplayer_soil_Carbon,CumulativeAnnualLeaching,BD,N03Ncon2,N03Ncon3,Nloss,Year_in_soybean,soy_AGB,SoyYield,AGPKikuyu.HarvestedWt,SimpleGrazing.GrazedDM,SimpleGrazing.AmountDungWtReturned,SimpleGrazing.AmountDungNReturned,SimpleGrazing.AmountUrineNReturned,MicroClimate.RadiationInterception,Weather.Radn,NReturned,CReturned,DeadProportion,AGPKikuyu.CoverTotal,AGPKikuyu.CoverGreen,AGPKikuyu.CoverDead,AGPKikuyu.AboveGroundWt,AGPKikuyu.AboveGroundDeadWt,land_use_codes,precipitation_level_mm,SoilType,soil_type,carbon_eq,Precipitation (cm) 1,carbon_equivalent_forests,new_ghg_intensity,base_yield,energy_in_put,total_ghg_w_energy
1339,1339,549,7.797931613563648,6,Permanent pasture,0.3689373617897301,772.0,Buckney,-677.9069013536634,16.093723460452004,4065.7885357348337,0.35763829912115563,Clarion 138B,Clarion,Permanent pasture,0.35,0.0163,200.0,1.51,398.7,3874.0,5864.0,1.765,3.666666667,1063.0,4801.0,A,0.55,2.1541666666666672,3777.290416666667,576.0864583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3675.469973646337
1340,1340,550,7.797931613563648,6,Permanent pasture,0.3689373617897301,772.0,Buckney,-677.9069013536634,16.093723460452004,4065.7885357348337,0.35763829912115563,Coland 135,Coland,Permanent pasture,0.35,0.0163,200.0,1.01,398.7,3874.0,3918.0,1.765,3.666666667,1063.0,2855.0,L,0.55,1.4406944444444447,2754.099902777778,554.8606597222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2631.0536611463367
1341,1341,551,7.797931613563648,6,Permanent pasture,0.3689373617897301,772.0,Buckney,-677.9069013536634,16.093723460452004,4065.7885357348337,0.35763829912115563,Downs 162D2,Downs,Permanent pasture,0.35,0.0163,200.0,1.35,398.7,3874.0,5241.0,1.765,3.666666667,1063.0,4177.0,D,0.55,1.9250000000000005,3448.6425000000004,569.26875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3340.004348646337
1342,1342,552,7.797931613563648,6,Permanent pasture,0.3689373617897301,772.0,Buckney,-677.9069013536634,16.093723460452004,4065.7885357348337,0.35763829912115563,Gara-Armstrong 993E2,Gara,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,G,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2326.8981611463373
1343,1343,553,7.797931613563648,6,Permanent pasture,0.3689373617897301,772.0,Buckney,-677.9069013536634,16.093723460452004,4065.7885357348337,0.35763829912115563,Muscatine 119,Muscatine,Permanent pasture,0.35,0.0163,200.0,1.61,398.7,3874.0,6239.0,1.765,3.666666667,1063.0,5175.0,T,0.55,2.2916666666666674,3974.4791666666674,580.1770833333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3876.7493486463372
1344,1344,554,7.797931613563648,6,Permanent pasture,0.3689373617897301,772.0,Buckney,-677.9069013536634,16.093723460452004,4065.7885357348337,0.35763829912115563,Nicollet 55,Nicollet,Permanent pasture,0.35,0.0163,200.0,1.54,398.7,3874.0,5948.0,1.765,3.666666667,1063.0,4884.0,N,0.55,2.184722222222223,3821.11013888889,576.9954861111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3720.198723646338
1345,1345,555,7.797931613563648,6,Permanent pasture,0.3689373617897301,772.0,Buckney,-677.9069013536634,16.093723460452004,4065.7885357348337,0.35763829912115563,Nodaway 220,Nodaway,Permanent pasture,0.35,0.0163,200.0,1.51,398.7,3874.0,5864.0,1.765,3.666666667,1063.0,4801.0,Y,0.55,2.1541666666666672,3777.290416666667,576.0864583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3675.469973646337
1346,1346,556,7.797931613563648,6,Permanent pasture,0.3689373617897301,772.0,Buckney,-677.9069013536634,16.093723460452004,4065.7885357348337,0.35763829912115563,Okoboji 90,Okoboji,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,O,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2326.8981611463373
1347,1347,557,7.797931613563648,6,Permanent pasture,0.3689373617897301,772.0,Buckney,-677.9069013536634,16.093723460452004,4065.7885357348337,0.35763829912115563,Tama 120C2,Tama,Permanent pasture,0.35,0.0163,200.0,1.57,398.7,3874.0,6072.0,1.765,3.666666667,1063.0,5009.0,M,0.55,2.3680555555555562,4084.028472222223,582.4496527777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3988.571223646338
1348,1348,558,7.797931613563648,6,Permanent pasture,0.3689373617897301,772.0,Buckney,-677.9069013536634,16.093723460452004,4065.7885357348337,0.35763829912115563,Tama 120B,Tama,Permanent pasture,0.35,0.0163,200.0,1.66,398.7,3874.0,6447.0,1.765,3.666666667,1063.0,5383.0,Q,0.55,2.230555555555556,3886.839722222223,578.3590277777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3787.2918486463373
1349,1349,559,7.801424004213555,6,Permanent pasture,0.3725187787996785,817.0,Buckney,-666.7197259692508,16.031851446453192,4129.589192742379,0.3562633654767376,Ackmore-Colo 5B,Ackmore,Permanent pasture,0.35,0.0163,200.0,0.99,398.7,3874.0,3822.0,1.765,3.666666667,1063.0,2759.0,K,0.55,1.404027777777778,2701.5162361111115,553.7698263888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2588.5663365307496
1350,1350,560,7.801424004213555,6,Permanent pasture,0.3725187787996785,817.0,Buckney,-666.7197259692508,16.031851446453192,4129.589192742379,0.3562633654767376,Buckney 1636,Buckney,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,B,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2338.08533653075
1351,1351,560,,12,switchgrass,,716.0,Clarion,,,,,,,,,,,,,,,,,,,,,,,1155.6237151057644,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,switchgrass,,,1345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,716.0,A,Clarion,,,,0.0107447106454296,5.77,12.41684243380781,1155.6237151057644
1352,1352,561,7.801424004213555,6,Permanent pasture,0.3725187787996785,817.0,Buckney,-666.7197259692508,16.031851446453192,4129.589192742379,0.3562633654767376,Canisteo 507,Canisteo,Permanent pasture,0.35,0.0163,200.0,1.03,398.7,3874.0,4009.0,1.765,3.666666667,1063.0,2946.0,C,0.55,1.4727777777777782,2800.1106111111117,555.8151388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2689.2060240307496
1353,1353,562,7.801424004213555,6,Permanent pasture,0.3725187787996785,817.0,Buckney,-666.7197259692508,16.031851446453192,4129.589192742379,0.3562633654767376,Clarion 138B,Clarion,Permanent pasture,0.35,0.0163,200.0,1.51,398.7,3874.0,5864.0,1.765,3.666666667,1063.0,4801.0,A,0.55,2.1541666666666672,3777.290416666667,576.0864583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3686.6571490307497
1354,1354,563,7.801424004213555,6,Permanent pasture,0.3725187787996785,817.0,Buckney,-666.7197259692508,16.031851446453192,4129.589192742379,0.3562633654767376,Coland 135,Coland,Permanent pasture,0.35,0.0163,200.0,1.01,398.7,3874.0,3918.0,1.765,3.666666667,1063.0,2855.0,L,0.55,1.4406944444444447,2754.099902777778,554.8606597222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2642.240836530749
1355,1355,564,7.801424004213555,6,Permanent pasture,0.3725187787996785,817.0,Buckney,-666.7197259692508,16.031851446453192,4129.589192742379,0.3562633654767376,Downs 162D2,Downs,Permanent pasture,0.35,0.0163,200.0,1.35,398.7,3874.0,5241.0,1.765,3.666666667,1063.0,4177.0,D,0.55,1.9250000000000005,3448.6425000000004,569.26875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3351.1915240307494
1356,1356,565,7.801424004213555,6,Permanent pasture,0.3725187787996785,817.0,Buckney,-666.7197259692508,16.031851446453192,4129.589192742379,0.3562633654767376,Gara-Armstrong 993E2,Gara,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,G,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2338.08533653075
1357,1357,566,7.801424004213555,6,Permanent pasture,0.3725187787996785,817.0,Buckney,-666.7197259692508,16.031851446453192,4129.589192742379,0.3562633654767376,Muscatine 119,Muscatine,Permanent pasture,0.35,0.0163,200.0,1.61,398.7,3874.0,6239.0,1.765,3.666666667,1063.0,5175.0,T,0.55,2.2916666666666674,3974.4791666666674,580.1770833333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3887.9365240307498
1358,1358,567,7.801424004213555,6,Permanent pasture,0.3725187787996785,817.0,Buckney,-666.7197259692508,16.031851446453192,4129.589192742379,0.3562633654767376,Nicollet 55,Nicollet,Permanent pasture,0.35,0.0163,200.0,1.54,398.7,3874.0,5948.0,1.765,3.666666667,1063.0,4884.0,N,0.55,2.184722222222223,3821.11013888889,576.9954861111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3731.3858990307504
1359,1359,568,7.801424004213555,6,Permanent pasture,0.3725187787996785,817.0,Buckney,-666.7197259692508,16.031851446453192,4129.589192742379,0.3562633654767376,Nodaway 220,Nodaway,Permanent pasture,0.35,0.0163,200.0,1.51,398.7,3874.0,5864.0,1.765,3.666666667,1063.0,4801.0,Y,0.55,2.1541666666666672,3777.290416666667,576.0864583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3686.6571490307497
1360,1360,569,7.801424004213555,6,Permanent pasture,0.3725187787996785,817.0,Buckney,-666.7197259692508,16.031851446453192,4129.589192742379,0.3562633654767376,Okoboji 90,Okoboji,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,O,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2338.08533653075
1361,1361,570,7.801424004213555,6,Permanent pasture,0.3725187787996785,817.0,Buckney,-666.7197259692508,16.031851446453192,4129.589192742379,0.3562633654767376,Tama 120C2,Tama,Permanent pasture,0.35,0.0163,200.0,1.57,398.7,3874.0,6072.0,1.765,3.666666667,1063.0,5009.0,M,0.55,2.3680555555555562,4084.028472222223,582.4496527777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3999.7583990307503
1362,1362,571,7.801424004213555,6,Permanent pasture,0.3725187787996785,817.0,Buckney,-666.7197259692508,16.031851446453192,4129.589192742379,0.3562633654767376,Tama 120B,Tama,Permanent pasture,0.35,0.0163,200.0,1.66,398.7,3874.0,6447.0,1.765,3.666666667,1063.0,5383.0,Q,0.55,2.230555555555556,3886.839722222223,578.3590277777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3798.4790240307498
1363,1363,572,7.764647891676248,6,Permanent pasture,0.3925150464912203,872.0,Buckney,-617.6518225101136,15.8508085102278,4237.787034094687,0.35224018911617333,Ackmore-Colo 5B,Ackmore,Permanent pasture,0.35,0.0163,200.0,0.99,398.7,3874.0,3822.0,1.765,3.666666667,1063.0,2759.0,K,0.55,1.404027777777778,2701.5162361111115,553.7698263888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2637.6342399898867
1364,1364,573,7.764647891676248,6,Permanent pasture,0.3925150464912203,872.0,Buckney,-617.6518225101136,15.8508085102278,4237.787034094687,0.35224018911617333,Buckney 1636,Buckney,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,B,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2387.153239989887
1365,1365,574,7.764647891676248,6,Permanent pasture,0.3925150464912203,872.0,Buckney,-617.6518225101136,15.8508085102278,4237.787034094687,0.35224018911617333,Canisteo 507,Canisteo,Permanent pasture,0.35,0.0163,200.0,1.03,398.7,3874.0,4009.0,1.765,3.666666667,1063.0,2946.0,C,0.55,1.4727777777777782,2800.1106111111117,555.8151388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2738.273927489887
1366,1366,574,9.91651220180381,12,switchgrass,0.3746428489622257,772.0,Clarion,-1546.3239530766523,26.87370536360566,,0.5971934525245702,,,,,,,,,,,,,,,,,,,1155.6237151057644,145.0,16.957193161801847,-98536.91966655408,,5.044578118220146,39.82257032794167,2546.2882845576205,2516.5723792694207,39.82257032794167,-0.1293698797084361,0.0,0.8843235495249834,,1.2683970192143068,249.8954761210612,169.94657049641418,1.2683970192143068,0.0,,44.867148446161806,0.0055098890334612,83.79934402306007,,5410.508959793333,1190.7805979661086,5583.782164732023,0.1589520422334222,0.1716001478482348,0.2994939320901751,0.3180175391525827,0.3143356295685986,switchgrass,,,1346.0,,,1988.0,12.0,0.0,0.0,20.0,6.978196840868146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,772.0,A,Clarion,-2189.311196955074,,,0.0107447106454296,5.77,12.41684243380781,-390.7002379708879
1367,1367,575,7.764647891676248,6,Permanent pasture,0.3925150464912203,872.0,Buckney,-617.6518225101136,15.8508085102278,4237.787034094687,0.35224018911617333,Clarion 138B,Clarion,Permanent pasture,0.35,0.0163,200.0,1.51,398.7,3874.0,5864.0,1.765,3.666666667,1063.0,4801.0,A,0.55,2.1541666666666672,3777.290416666667,576.0864583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3735.725052489887
1368,1368,576,7.764647891676248,6,Permanent pasture,0.3925150464912203,872.0,Buckney,-617.6518225101136,15.8508085102278,4237.787034094687,0.35224018911617333,Coland 135,Coland,Permanent pasture,0.35,0.0163,200.0,1.01,398.7,3874.0,3918.0,1.765,3.666666667,1063.0,2855.0,L,0.55,1.4406944444444447,2754.099902777778,554.8606597222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2691.308739989887
1369,1369,577,7.764647891676248,6,Permanent pasture,0.3925150464912203,872.0,Buckney,-617.6518225101136,15.8508085102278,4237.787034094687,0.35224018911617333,Downs 162D2,Downs,Permanent pasture,0.35,0.0163,200.0,1.35,398.7,3874.0,5241.0,1.765,3.666666667,1063.0,4177.0,D,0.55,1.9250000000000005,3448.6425000000004,569.26875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3400.2594274898865
1370,1370,578,7.764647891676248,6,Permanent pasture,0.3925150464912203,872.0,Buckney,-617.6518225101136,15.8508085102278,4237.787034094687,0.35224018911617333,Gara-Armstrong 993E2,Gara,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,G,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2387.153239989887
1371,1371,579,7.764647891676248,6,Permanent pasture,0.3925150464912203,872.0,Buckney,-617.6518225101136,15.8508085102278,4237.787034094687,0.35224018911617333,Muscatine 119,Muscatine,Permanent pasture,0.35,0.0163,200.0,1.61,398.7,3874.0,6239.0,1.765,3.666666667,1063.0,5175.0,T,0.55,2.2916666666666674,3974.4791666666674,580.1770833333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3937.0044274898873
1372,1372,580,7.764647891676248,6,Permanent pasture,0.3925150464912203,872.0,Buckney,-617.6518225101136,15.8508085102278,4237.787034094687,0.35224018911617333,Nicollet 55,Nicollet,Permanent pasture,0.35,0.0163,200.0,1.54,398.7,3874.0,5948.0,1.765,3.666666667,1063.0,4884.0,N,0.55,2.184722222222223,3821.11013888889,576.9954861111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3780.4538024898875
1373,1373,581,7.764647891676248,6,Permanent pasture,0.3925150464912203,872.0,Buckney,-617.6518225101136,15.8508085102278,4237.787034094687,0.35224018911617333,Nodaway 220,Nodaway,Permanent pasture,0.35,0.0163,200.0,1.51,398.7,3874.0,5864.0,1.765,3.666666667,1063.0,4801.0,Y,0.55,2.1541666666666672,3777.290416666667,576.0864583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3735.725052489887
1374,1374,582,7.764647891676248,6,Permanent pasture,0.3925150464912203,872.0,Buckney,-617.6518225101136,15.8508085102278,4237.787034094687,0.35224018911617333,Okoboji 90,Okoboji,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,O,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2387.153239989887
1375,1375,583,7.764647891676248,6,Permanent pasture,0.3925150464912203,872.0,Buckney,-617.6518225101136,15.8508085102278,4237.787034094687,0.35224018911617333,Tama 120C2,Tama,Permanent pasture,0.35,0.0163,200.0,1.57,398.7,3874.0,6072.0,1.765,3.666666667,1063.0,5009.0,M,0.55,2.3680555555555562,4084.028472222223,582.4496527777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,4048.8263024898874
1376,1376,584,7.764647891676248,6,Permanent pasture,0.3925150464912203,872.0,Buckney,-617.6518225101136,15.8508085102278,4237.787034094687,0.35224018911617333,Tama 120B,Tama,Permanent pasture,0.35,0.0163,200.0,1.66,398.7,3874.0,6447.0,1.765,3.666666667,1063.0,5383.0,Q,0.55,2.230555555555556,3886.839722222223,578.3590277777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3847.546927489887
1377,1377,585,7.579925715485761,6,Permanent pasture,0.4127116054290407,926.0,Buckney,-543.2281139956606,15.362743662137358,4324.265888170242,0.3413943036030524,Ackmore-Colo 5B,Ackmore,Permanent pasture,0.35,0.0163,200.0,0.99,398.7,3874.0,3822.0,1.765,3.666666667,1063.0,2759.0,K,0.55,1.404027777777778,2701.5162361111115,553.7698263888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2712.05794850434
1378,1378,586,7.579925715485761,6,Permanent pasture,0.4127116054290407,926.0,Buckney,-543.2281139956606,15.362743662137358,4324.265888170242,0.3413943036030524,Buckney 1636,Buckney,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,B,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2461.57694850434
1379,1379,587,7.579925715485761,6,Permanent pasture,0.4127116054290407,926.0,Buckney,-543.2281139956606,15.362743662137358,4324.265888170242,0.3413943036030524,Canisteo 507,Canisteo,Permanent pasture,0.35,0.0163,200.0,1.03,398.7,3874.0,4009.0,1.765,3.666666667,1063.0,2946.0,C,0.55,1.4727777777777782,2800.1106111111117,555.8151388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2812.69763600434
1380,1380,588,7.579925715485761,6,Permanent pasture,0.4127116054290407,926.0,Buckney,-543.2281139956606,15.362743662137358,4324.265888170242,0.3413943036030524,Clarion 138B,Clarion,Permanent pasture,0.35,0.0163,200.0,1.51,398.7,3874.0,5864.0,1.765,3.666666667,1063.0,4801.0,A,0.55,2.1541666666666672,3777.290416666667,576.0864583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3810.14876100434
1381,1381,588,8.739268718012296,12,switchgrass,0.3913876179168163,817.0,Clarion,-1326.795594840131,24.531767638082016,,0.5451503919573781,,,,,,,,,,,,,,,,,,,1155.6237151057644,146.0,15.792498920069718,-89949.81467296739,,4.659384636904971,39.408757951637206,2379.9145864321013,2351.0410247513705,39.408757951637206,-0.0833725701415533,0.0,1.111237964776243,,1.3051670844915937,246.927960846836,162.1007631937523,1.3051670844915937,0.0,,44.06814258854219,0.0112551635903705,84.25241911797514,,5410.508959793333,1190.7805979661086,5583.782164732023,0.1639537002468231,0.1741458643852946,0.3054912766379414,0.3205632556896424,0.3168552241103711,switchgrass,,,1347.0,,,1988.0,12.0,0.0,0.0,20.0,6.522468863819971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,817.0,A,Clarion,-1998.5213369157482,,,0.0107447106454296,5.77,12.41684243380781,-171.17187973436648
1382,1382,589,7.579925715485761,6,Permanent pasture,0.4127116054290407,926.0,Buckney,-543.2281139956606,15.362743662137358,4324.265888170242,0.3413943036030524,Coland 135,Coland,Permanent pasture,0.35,0.0163,200.0,1.01,398.7,3874.0,3918.0,1.765,3.666666667,1063.0,2855.0,L,0.55,1.4406944444444447,2754.099902777778,554.8606597222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2765.7324485043396
1383,1383,590,7.579925715485761,6,Permanent pasture,0.4127116054290407,926.0,Buckney,-543.2281139956606,15.362743662137358,4324.265888170242,0.3413943036030524,Downs 162D2,Downs,Permanent pasture,0.35,0.0163,200.0,1.35,398.7,3874.0,5241.0,1.765,3.666666667,1063.0,4177.0,D,0.55,1.9250000000000005,3448.6425000000004,569.26875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,3474.6831360043398
1384,1384,591,7.579925715485761,6,Permanent pasture,0.4127116054290407,926.0,Buckney,-543.2281139956606,15.362743662137358,4324.265888170242,0.3413943036030524,Gara-Armstrong 993E2,Gara,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,G,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,2461.57694850434
1385,1385,592,7.579925715485761,6,Permanent pasture,0.4127116054290407,926.0,Buckney,-543.2281139956606,15.362743662137358,4324.265888170242,0.3413943036030524,Muscatine 119,Muscatine,Permanent pasture,0.35,0.0163,200.0,1.61,398.7,3874.0,6239.0,1.765,3.666666667,1063.0,5175.0,T,0.55,2.2916666666666674,3974.4791666666674,580.1770833333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,4011.42813600434
